ldndc_species_parameter_number,common_name,scientific_name,subfamily,tribe,genus,descriptor,search.text,categor,code,description,unit in words,unit,significant.digits,minimum,maximum,point_estimate,midpoint,references,reference_minimum,reference_maximum,reference_point_estimate
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Activation energy for electron transport as Joules per mol  (J mol^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,AEJM,Activation energy for electron transport,Joules per mol,J mol^-1,0,37000,50000,43540,43500,Bernacchi et al. 2003,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Activation energy for Michaelis-Menten constant for CO2 as Joules per mol  (J mol^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,AEKC,Activation energy for Michaelis-Menten constant for CO2,Joules per mol,J mol^-1,0,60000,85000,79430,72500,Bernacchi et al. 2001,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Activation energy for Michaelis-Menten constant for O2 as Joules per mol  (J mol^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,AEKO,Activation energy for Michaelis-Menten constant for O2,Joules per mol,J mol^-1,0,30000,45000,36380,37500,Bernacchi et al. 2001,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Activation energy for dark respiration as Joules per mol  (J mol^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,AERD,Activation energy for dark respiration,Joules per mol,J mol^-1,0,40000,60000,46390,50000,Bernacchi et al. 2001,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Activation energy for photosynthesis as micromols per mol per mbar  ( ï¿½mol mol^?1 mbar^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,AEVC,Activation energy for photosynthesis,micromols per mol per mbar, ï¿½mol mol^?1 mbar^-1,0,60000,75000,65330,67500,Bernacchi et al. 2001,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Activation energy for RubP oxygenation as Joules per mol  (J mol-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,AEVO,Activation energy for RubP oxygenation,Joules per mol,J mol-1,0,30000,55000,45000,42500,Bernacchi et al. 2001; Grote et al. 2021,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Michaelis Menten constant for CO2 at 25 degrees C as micromols per mol per mbar  (umol mol-1 ubar-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,KC25,Michaelis Menten constant for CO2 at 25 degrees C,micromols per mol per mbar,umol mol-1 ubar-1,2,300,500,404.9,400,Bernacchi et al. 2001,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Curvature parameter for the light response curve as 0  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,THETA,Curvature parameter for the light response curve,0,0,2,0.7,0.9,0.8,0.8,Standard C3 legume (Indigofereae),,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Relation between maximum electron transport rate and RubP saturated rate of carboxylation (ï¿½). as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,QJVC,Relation between maximum electron transport rate and RubP saturated rate of carboxylation (ï¿½).,micromols per square meter per second,umol m^-2 s^-1,2,1.5,2,1.7,1.75,Wullschleger 1993; Rogers et al. 2017,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Relation between dark respiration rate and RubP saturated rate of carboxyla tion at 25 oC as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",co2,QRD25,Relation between dark respiration rate and RubP saturated rate of carboxyla tion at 25 oC,micromols per square meter per second,umol m^-2 s^-1,2,0.01,0.02,0.015,0.015,Collatz et al. 1991; Standard C3 legume,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Maximum instantaneous water use efficiency as milligrams of carbon dioxide per gram of water  (mg CO2 g^-1 H2O) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,WUECMAX,Maximum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,3,6.5,4.5,4.75,Coughenour et al. 1990; Kinyamario & McNaughton 1990,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the minimum instantaneous water use efficiency as milligrams of carbon dioxide per gram of water  (mg CO2 g^-1 H2O) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,WUECMIN,minimum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,1,2.5,1.5,1.75,Coughenour et al. 1990; Kinyamario & McNaughton 1990,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the relative available soil water content at which drought affects photosynthesis activity as a fraction   (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,H2OREF_A,relative available soil water content at which drought affects photosynthesis activity,a fraction ,0,2,0.25,0.5,0.35,0.375,Coughenour et al. 1990; Kinyamario & McNaughton 1990,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the relative available soil water content below which restricted water availability triggers plant senescence as a fraction   (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,H2OREF_SENESCENCE,relative available soil water content below which restricted water availability triggers plant senescence,a fraction ,0,2,0.1,0.2,0.12,0.15,Coughenour et al. 1990; Kinyamario & McNaughton 1990,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,H2OREF_GS,relative available soil water content at which stomata are fully closed,a fraction ,0,2,0.2,0.4,0.25,0.3,Coughenour et al. 1990; Kinyamario & McNaughton 1990,,,
,,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of  (Indigofera vohemarensis) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,H2OREF_FLUSHING,"relative available soil water content below which flushing is affected by water
availability",,fraction,2,0.3,0.6,0.4,0.45,Legume PFT default,,,
,,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of  (Indigofera vohemarensis) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,H2OREF_LEAF_GROWTH,relative available soil water content below which leaf growth is affected,,fraction,2,0.3,0.5,0.4,0.4,Legume PFT default,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the maximum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,GSMAX,maximum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,400,800,600,600,Chen et al. 2022; Typical C3 legume in semi-arid savanna,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the minimum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",water,GSMIN,minimum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,10,40,20,20,Chen et al. 2022; Typical C3 legume in semi-arid savanna,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Biomass fraction of foliage at maturity. as fraction  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",biomass,FRACTION_FOLIAGE,Biomass fraction of foliage at maturity.,fraction,0,2,0.2,0.5,0.35,0.35,Soka et al. 2018; Serengeti National Park studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Biomass fraction of roots at maturity as fraction  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",biomass,FRACTION_ROOT,Biomass fraction of roots at maturity,fraction,0,2,0.4,0.7,0.5,0.55,Soka et al. 2018; Serengeti National Park studies,,,
,,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Biomass fraction of fruit at maturity. as fraction  (0) , and the values reported therein, of  (Indigofera vohemarensis) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",biomass,FRACTION_FRUIT,Biomass fraction of fruit at maturity.,fraction,0,2,,,,,,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Maximum relative growth rate for foliage as fraction   (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",biomass,FOLRELGROMAX,Maximum relative growth rate for foliage,fraction ,0,2,0.1,0.2,0.15,0.15,Potter et al. 2021; Serengeti National Park studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Foliage biomass under optimal, closed canopy condition (kg m-2) as kg per square meter  (kg m^-2) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",biomass,MFOLOPT,"Foliage biomass under optimal, closed canopy condition (kg m-2)",kg per square meter,kg m^-2,2,0.2,0.5,0.35,0.35,Soka et al. 2018; Serengeti National Park studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Specific interception capacity of foliage  as meters per square meter of LAI  (m m^-2 LAI) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",light & photosynthesis,MWFM,Specific interception capacity of foliage ,meters per square meter of LAI,m m^-2 LAI,5,0.0001,0.0003,0.00015,0.0002,Typical C3 leguminous shrub,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the maximal net photosynthesis as nanomols of CO2 per gram per second  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",light & photosynthesis,AMAXB,maximal net photosynthesis,nanomols of CO2 per gram per second,0,2,150,600,300,375,Soka et al. 2018; Serengeti National Park studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the specific leaf area in the shade as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",light & photosynthesis,SLAMAX,specific leaf area in the shade,square meters per kilogram,m^2 kg^-1,1,25,45,35,35,Soka et al. 2018; Serengeti National Park studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the specific leaf area under full sun as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",light & photosynthesis,SLAMIN,specific leaf area under full sun,square meters per kilogram,m^2 kg^-1,1,10,25,15,17.5,Soka et al. 2018; Serengeti National Park studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the Time interval necessary to complete growth of new foliage as days  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,NDFLUSH,Time interval necessary to complete growth of new foliage,days,0,0,5,20,10,12.5,Serengeti National Park phenology studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the duration of senescence  as days  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,NDMORTA,duration of senescence ,days,0,0,90,120,105,105,Dry season duration in East African savannah,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the base temperature for growing degree days as 0  (0) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,GDD_BASE_TEMPERATURE,base temperature for growing degree days,degrees C,0,0,10,10,10,10,Tropical leguminous subshrub standard,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the growing degree days until beginning of emergence as days  (GDD) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,GDD_EMERG,growing degree days until beginning of emergence,days,GDD,0,50,150,100,100,Tropical leguminous subshrub standard,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the growing degree days until maturity as days  (GDD) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,GDD_MATURITY,growing degree days until maturity,days,GDD,0,2100,2500,2300,2300,ResearchGate estimates; Selina Wamucii,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the growing degree days until begin of stem elongation as days  (GDD) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,GDD_STEM_ELONGATION,growing degree days until begin of stem elongation,days,GDD,0,350,550,450,450,Kew.org botanical data,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the growing degree days until downwards root growth ceases as growing degree days  (GDD) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,GDD_ROOTS_GROWN,growing degree days until downwards root growth ceases,growing degree days,GDD,0,2000,3000,2500,2500,Tropical leguminous subshrub life cycle studies,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the minimum temperature sum for foliage activity onset as growing degree days  (GDD) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,GDDFOLSTART,minimum temperature sum for foliage activity onset,growing degree days,GDD,0,150,300,200,225,PictureThisAI,,,
,Volkens' Indigo,Indigofera volkensii,Faboideae,Indigofereae,Indigofera ,small leguminous shrubs adapted to semi-arid savannah of East Africa,"studies which report the growing degree days to complete foliar production as growing degree days  (GDD) , and the values reported therein, of  (Indigofera volkensii) under semi-arid environments. If no data for this species exists, please default first to other species of the genus Indigofera  and then the family Faboideae and then the tribe Indigofereae.",phenology,GDDFOLEND,growing degree days to complete foliar production,growing degree days,GDD,0,1500,2200,1800,1850,Tropical leguminous subshrub life cycle studies,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,KO25,Michaelis Menten constant for O2 at 25 degrees C,millimols per mol per mbar,mmol mol-1 mbar-1,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,KM20,Maintenance coefficient at reference temperature,fraction,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,VCMAX,Maximum RubP saturated rate of carboxylation at 25oC for sun leaves,micromols per square meter per second,umol m^-2 s^-1,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,AEJM,Activation energy for electron transport,Joules per mol,J mol^-1,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,AEKC,Activation energy for Michaelis-Menten constant for CO2,Joules per mol,J mol^-1,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,AEKO,Activation energy for Michaelis-Menten constant for O2,Joules per mol,J mol^-1,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,AERD,Activation energy for dark respiration,Joules per mol,J mol^-1,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,AEVC,Activation energy for photosynthesis,micromols per mol per mbar, ï¿½mol mol^?1 mbar^-1,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,AEVO,Activation energy for RubP oxygenation,Joules per mol,J mol-1,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,KC25,Michaelis Menten constant for CO2 at 25 degrees C,micromols per mol per mbar,umol mol-1 ubar-1,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,THETA,Curvature parameter for the light response curve,0,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,QJVC,Relation between maximum electron transport rate and RubP saturated rate of carboxylation (ï¿½).,micromols per square meter per second,umol m^-2 s^-1,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,QRD25,Relation between dark respiration rate and RubP saturated rate of carboxyla tion at 25 oC,micromols per square meter per second,umol m^-2 s^-1,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,WUECMAX,Maximum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,WUECMIN,minimum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,H2OREF_A,relative available soil water content at which drought affects photosynthesis activity,a fraction ,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,H2OREF_SENESCENCE,relative available soil water content below which restricted water availability triggers plant senescence,a fraction ,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,H2OREF_GS,relative available soil water content at which stomata are fully closed,a fraction ,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,H2OREF_FLUSHING,"relative available soil water content below which flushing is affected by water
availability",0,fraction,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,H2OREF_LEAF_GROWTH,relative available soil water content below which leaf growth is affected,0,fraction,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GSMAX,maximum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GSMIN,minimum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,FRACTION_FOLIAGE,Biomass fraction of foliage at maturity.,fraction,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,FRACTION_ROOT,Biomass fraction of roots at maturity,fraction,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,FRACTION_FRUIT,Biomass fraction of fruit at maturity.,fraction,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,FOLRELGROMAX,Maximum relative growth rate for foliage,fraction ,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,MFOLOPT,"Foliage biomass under optimal, closed canopy condition (kg m-2)",kg per square meter,kg m^-2,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,MWFM,Specific interception capacity of foliage ,meters per square meter of LAI,m m^-2 LAI,5,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,AMAXB,maximal net photosynthesis,nanomols of CO2 per gram per second,0,2,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,SLAMAX,specific leaf area in the shade,square meters per kilogram,m^2 kg^-1,1,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,SLAMIN,specific leaf area under full sun,square meters per kilogram,m^2 kg^-1,1,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,NDFLUSH,Time interval necessary to complete growth of new foliage,days,0,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,NDMORTA,duration of senescence ,days,0,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GDD_BASE_TEMPERATURE,base temperature for growing degree days,degrees C,0,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GDD_EMERG,growing degree days until beginning of emergence,days,GDD,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GDD_MATURITY,growing degree days until maturity,days,GDD,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GDD_STEM_ELONGATION,growing degree days until begin of stem elongation,days,GDD,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GDD_ROOTS_GROWN,growing degree days until downwards root growth ceases,growing degree days,GDD,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GDDFOLSTART,minimum temperature sum for foliage activity onset,growing degree days,GDD,0,,,,,,,,
,,tephrosia pumila,Faboideae,Millettieae,tephrosia,short non-leguminous shrub adapted to savannah of East African,,,GDDFOLEND,growing degree days to complete foliar production,growing degree days,GDD,0,,,,,,,,
